Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0,4704.0
Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0,7283.0
Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1,3819.0
Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1,2165.0
Male,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1,4750.0
Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0,2726.0
Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1,6416.0
Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0,6000.0
Male,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1,9357.0
Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1,7159.0
Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1,16120.0
Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1,3833.0
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0,7383.0
Male,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0,2987.0
Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1,9963.0
Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1,5780.0
Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,0,42083.0
Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,1,5686.0
Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1,5703.0
Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1,7977.0
Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1,12000.0
Male,Yes,0,Not Graduate,No,2400,3800.0,128.0,180.0,1.0,Urban,0,6200.0
Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1,5900.0
Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1,5398.0
Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1,5182.0
Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1,2900.0
Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1,4106.0
Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1,8312.0
Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1,7583.0
Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0,4583.0
